,,total_cases,new_cases,total_deaths,new_deaths,case_datality_rate
,,amax,sum,amax,sum,
location,month,,,,,
Mali,2020-12,7090.0,2380.0,269.0,113.0,0.03794076163610719
Malta,2020-02,,0.0,,0.0,
Malta,2020-03,169.0,169.0,,0.0,
Malta,2020-04,465.0,296.0,4.0,4.0,0.008602150537634409
Malta,2020-05,618.0,153.0,9.0,5.0,0.014563106796116505
Malta,2020-06,670.0,52.0,9.0,0.0,0.013432835820895522
Malta,2020-07,824.0,154.0,9.0,0.0,0.010922330097087379
Malta,2020-08,1883.0,1059.0,12.0,3.0,0.006372809346787042
Malta,2020-09,3058.0,1175.0,35.0,23.0,0.01144538914323087
Malta,2020-10,6042.0,2984.0,62.0,27.0,0.010261502813637868
Malta,2020-11,9873.0,3831.0,137.0,75.0,0.013876228096829738
Malta,2020-12,12774.0,2901.0,219.0,82.0,0.017144199154532646
Marshall Islands,2020-10,2.0,2.0,,0.0,
Marshall Islands,2020-11,4.0,2.0,,0.0,
Marshall Islands,2020-12,4.0,0.0,,0.0,
Mauritania,2020-03,6.0,6.0,1.0,1.0,0.16666666666666666
Mauritania,2020-04,8.0,2.0,1.0,0.0,0.125
Mauritania,2020-05,530.0,522.0,23.0,22.0,0.04339622641509434
Mauritania,2020-06,4363.0,3833.0,129.0,106.0,0.029566811826724732
Mauritania,2020-07,6310.0,1947.0,157.0,28.0,0.024881141045958795
Mauritania,2020-08,7048.0,738.0,159.0,2.0,0.022559591373439273
Mauritania,2020-09,7502.0,454.0,161.0,2.0,0.021460943748333777
Mauritania,2020-10,7703.0,201.0,163.0,2.0,0.021160586784369727
Mauritania,2020-11,8601.0,898.0,177.0,14.0,0.020579002441576563
Mauritania,2020-12,14364.0,5763.0,347.0,170.0,0.02415761626287942
Mauritius,2020-03,143.0,143.0,5.0,5.0,0.03496503496503497
Mauritius,2020-04,334.0,189.0,10.0,5.0,0.029940119760479042
Mauritius,2020-05,335.0,3.0,10.0,0.0,0.029850746268656716
Mauritius,2020-06,341.0,6.0,10.0,0.0,0.02932551319648094
Mauritius,2020-07,344.0,3.0,10.0,0.0,0.029069767441860465
Mauritius,2020-08,356.0,12.0,10.0,0.0,0.028089887640449437
Mauritius,2020-09,381.0,25.0,10.0,0.0,0.026246719160104987
Mauritius,2020-10,441.0,60.0,10.0,0.0,0.022675736961451247
Mauritius,2020-11,504.0,63.0,10.0,0.0,0.01984126984126984
Mauritius,2020-12,527.0,23.0,10.0,0.0,0.018975332068311195
Mexico,2020-01,,0.0,,0.0,
Mexico,2020-02,4.0,4.0,,0.0,
Mexico,2020-03,1215.0,1211.0,29.0,29.0,0.023868312757201648
Mexico,2020-04,19224.0,18009.0,1859.0,1830.0,0.09670203911776945
Mexico,2020-05,90664.0,71440.0,9930.0,8071.0,0.10952528015529868
Mexico,2020-06,226089.0,135425.0,27769.0,17839.0,0.12282331294313302
Mexico,2020-07,424637.0,198548.0,46688.0,18919.0,0.10994802619649253
Mexico,2020-08,599560.0,174923.0,64414.0,17726.0,0.10743545266528788
Mexico,2020-09,743216.0,143656.0,77646.0,13232.0,0.10447299304643604
Mexico,2020-10,924962.0,181746.0,91753.0,14107.0,0.09919650753220133
Mexico,2020-11,1113543.0,188581.0,105940.0,14187.0,0.0951377719585144
Mexico,2020-12,1426094.0,312551.0,125807.0,19867.0,0.08821788746043388
Moldova,2020-03,353.0,353.0,4.0,4.0,0.0113314447592068
Moldova,2020-04,3897.0,3544.0,116.0,112.0,0.029766487041313832
Moldova,2020-05,8251.0,4354.0,295.0,179.0,0.035753242031268936
Moldova,2020-06,16613.0,8362.0,545.0,250.0,0.03280563414193704
Moldova,2020-07,24733.0,8120.0,778.0,233.0,0.03145594954109893
Moldova,2020-08,36920.0,12187.0,995.0,217.0,0.026950162513542795
Moldova,2020-09,53042.0,16122.0,1320.0,325.0,0.02488593944421402
Moldova,2020-10,76040.0,22998.0,1785.0,465.0,0.02347448711204629
Moldova,2020-11,107364.0,31324.0,2304.0,519.0,0.02145970716441265
Moldova,2020-12,144818.0,37454.0,2985.0,681.0,0.020612078609012693
Monaco,2020-02,1.0,1.0,,0.0,
Monaco,2020-03,52.0,51.0,1.0,1.0,0.019230769230769232
Monaco,2020-04,95.0,43.0,4.0,3.0,0.042105263157894736
Monaco,2020-05,99.0,4.0,4.0,0.0,0.04040404040404041
Monaco,2020-06,103.0,4.0,4.0,0.0,0.038834951456310676
Monaco,2020-07,120.0,17.0,4.0,0.0,0.03333333333333333
Monaco,2020-08,154.0,34.0,4.0,0.0,0.025974025974025976
Monaco,2020-09,218.0,64.0,4.0,-2.0,0.01834862385321101
Monaco,2020-10,359.0,141.0,2.0,0.0,0.005571030640668524
Monaco,2020-11,609.0,250.0,3.0,1.0,0.0049261083743842365
Monaco,2020-12,875.0,266.0,3.0,0.0,0.0034285714285714284
Mongolia,2020-03,12.0,12.0,,0.0,
Mongolia,2020-04,38.0,26.0,,0.0,
Mongolia,2020-05,179.0,141.0,,0.0,
Mongolia,2020-06,220.0,41.0,,0.0,
Mongolia,2020-07,291.0,71.0,,0.0,
Mongolia,2020-08,304.0,13.0,,0.0,
Mongolia,2020-09,313.0,9.0,,0.0,
Mongolia,2020-10,346.0,33.0,,0.0,
Mongolia,2020-11,801.0,455.0,,0.0,
Mongolia,2020-12,1220.0,419.0,1.0,1.0,0.000819672131147541
Montenegro,2020-03,109.0,109.0,2.0,2.0,0.01834862385321101
Montenegro,2020-04,322.0,213.0,7.0,5.0,0.021739130434782608
Montenegro,2020-05,324.0,2.0,9.0,2.0,0.027777777777777776
Montenegro,2020-06,548.0,224.0,12.0,3.0,0.021897810218978103
Montenegro,2020-07,3073.0,2525.0,48.0,36.0,0.015619915392124959
Montenegro,2020-08,4835.0,1762.0,100.0,52.0,0.020682523267838676
Montenegro,2020-09,10772.0,5937.0,169.0,69.0,0.015688822874118085
Montenegro,2020-10,18341.0,7569.0,301.0,132.0,0.016411318903004197
Montenegro,2020-11,35265.0,16924.0,499.0,198.0,0.014150007089181908
Montenegro,2020-12,48247.0,12982.0,682.0,183.0,0.014135593922938214
Morocco,2020-02,,0.0,,0.0,
Morocco,2020-03,617.0,617.0,36.0,36.0,0.05834683954619125
Morocco,2020-04,4423.0,3806.0,170.0,134.0,0.03843545105132263
Morocco,2020-05,7807.0,3384.0,205.0,35.0,0.026258485974125785
Morocco,2020-06,12533.0,4726.0,228.0,23.0,0.01819197319077635
Morocco,2020-07,24322.0,11789.0,353.0,125.0,0.014513609078200805
Morocco,2020-08,62590.0,38268.0,1141.0,788.0,0.01822974916120786
Morocco,2020-09,123653.0,61063.0,2194.0,1053.0,0.017743200731078098
Morocco,2020-10,219084.0,95431.0,3695.0,1501.0,0.016865677091891695
Morocco,2020-11,356336.0,137252.0,5846.0,2151.0,0.016405864128238516
Morocco,2020-12,439193.0,82857.0,7388.0,1542.0,0.016821761731175132
Mozambique,2020-03,8.0,8.0,,0.0,
Mozambique,2020-04,76.0,68.0,,0.0,
Mozambique,2020-05,254.0,178.0,2.0,2.0,0.007874015748031496
Mozambique,2020-06,889.0,635.0,6.0,4.0,0.006749156355455568
Mozambique,2020-07,1864.0,975.0,11.0,5.0,0.005901287553648069
Mozambique,2020-08,3916.0,2052.0,23.0,12.0,0.005873340143003065
Mozambique,2020-09,8728.0,4812.0,61.0,38.0,0.006989000916590284
Mozambique,2020-10,12869.0,4141.0,92.0,31.0,0.007148962623358459
Mozambique,2020-11,15701.0,2832.0,131.0,39.0,0.008343417616712312
Mozambique,2020-12,18642.0,2941.0,166.0,35.0,0.008904623967385474
Myanmar,2020-03,15.0,15.0,1.0,1.0,0.06666666666666667
Myanmar,2020-04,151.0,136.0,6.0,5.0,0.039735099337748346
Myanmar,2020-05,224.0,73.0,6.0,0.0,0.026785714285714284
Myanmar,2020-06,299.0,75.0,6.0,0.0,0.020066889632107024
Myanmar,2020-07,353.0,54.0,6.0,0.0,0.0169971671388102
Myanmar,2020-08,882.0,529.0,6.0,0.0,0.006802721088435374
Myanmar,2020-09,13373.0,12491.0,310.0,304.0,0.023181036416660434
Myanmar,2020-10,52706.0,39333.0,1237.0,927.0,0.0234698136834516
Myanmar,2020-11,90713.0,38007.0,1941.0,704.0,0.021397153660445582
Myanmar,2020-12,124630.0,33917.0,2682.0,741.0,0.021519698306988688
Namibia,2020-03,11.0,11.0,,0.0,
Namibia,2020-04,16.0,5.0,,0.0,
Namibia,2020-05,24.0,8.0,,0.0,
Namibia,2020-06,205.0,181.0,,0.0,
Namibia,2020-07,2129.0,1924.0,10.0,10.0,0.004697040864255519
Namibia,2020-08,7550.0,5421.0,75.0,65.0,0.009933774834437087
Namibia,2020-09,11265.0,3715.0,121.0,46.0,0.010741233910341767
Namibia,2020-10,12935.0,1670.0,133.0,12.0,0.010282180131426363
Namibia,2020-11,14380.0,1445.0,151.0,18.0,0.010500695410292072
Namibia,2020-12,23941.0,9561.0,205.0,54.0,0.008562716678501316
Nepal,2020-01,1.0,1.0,,0.0,
Nepal,2020-02,1.0,0.0,,0.0,
Nepal,2020-03,5.0,4.0,,0.0,
Nepal,2020-04,57.0,52.0,,0.0,
Nepal,2020-05,1572.0,1515.0,8.0,8.0,0.005089058524173028
Nepal,2020-06,13564.0,11992.0,29.0,21.0,0.0021380123857269243
Nepal,2020-07,19771.0,6207.0,56.0,27.0,0.0028324313388295988
Nepal,2020-08,39460.0,19689.0,228.0,172.0,0.005778003041054232
Nepal,2020-09,77817.0,38357.0,498.0,270.0,0.006399629900921393
Nepal,2020-10,170743.0,92926.0,937.0,439.0,0.005487779879702242
Nepal,2020-11,233452.0,62709.0,1508.0,571.0,0.006459571989102685
Nepal,2020-12,260593.0,27141.0,1856.0,348.0,0.007122217404151301
Netherlands,2020-02,6.0,6.0,,0.0,
Netherlands,2020-03,12667.0,12661.0,1040.0,1040.0,0.0821031025499329
Netherlands,2020-04,39512.0,26845.0,4811.0,3771.0,0.12176047782952014
Netherlands,2020-05,46645.0,7133.0,5975.0,1164.0,0.12809518705113088
Netherlands,2020-06,50483.0,3838.0,6132.0,157.0,0.12146663233167601
Netherlands,2020-07,54590.0,4107.0,6178.0,34.0,0.11317091042315443
Netherlands,2020-08,73232.0,18642.0,6252.0,86.0,0.0853725147476513
Netherlands,2020-09,125988.0,52756.0,6457.0,205.0,0.05125091278534464
Netherlands,2020-10,357640.0,231652.0,7459.0,1002.0,0.020856168213846327
Netherlands,2020-11,531930.0,174290.0,9453.0,1994.0,0.017771135299757487
Netherlands,2020-12,808382.0,276452.0,11525.0,2072.0,0.01425687360678491
New Zealand,2020-02,1.0,1.0,,0.0,
New Zealand,2020-03,647.0,646.0,1.0,1.0,0.0015455950540958269
New Zealand,2020-04,1479.0,832.0,19.0,18.0,0.012846517917511832
New Zealand,2020-05,1504.0,25.0,22.0,3.0,0.014627659574468085
New Zealand,2020-06,1528.0,24.0,22.0,0.0,0.014397905759162303
New Zealand,2020-07,1562.0,34.0,22.0,0.0,0.014084507042253521
New Zealand,2020-08,1752.0,190.0,22.0,0.0,0.012557077625570776
New Zealand,2020-09,1848.0,96.0,25.0,3.0,0.013528138528138528
New Zealand,2020-10,1959.0,111.0,25.0,0.0,0.012761613067891782
New Zealand,2020-11,2059.0,100.0,25.0,0.0,0.012141816415735794
New Zealand,2020-12,2162.0,103.0,25.0,0.0,0.01156336725254394
Nicaragua,2020-03,5.0,5.0,1.0,1.0,0.2
Nicaragua,2020-04,14.0,9.0,3.0,2.0,0.21428571428571427
Nicaragua,2020-05,759.0,745.0,35.0,32.0,0.0461133069828722
Nicaragua,2020-06,2519.0,1760.0,83.0,48.0,0.03294958316792378
Nicaragua,2020-07,3672.0,1153.0,116.0,33.0,0.03159041394335512
Nicaragua,2020-08,4494.0,822.0,137.0,21.0,0.030485091232754783
Nicaragua,2020-09,5170.0,676.0,151.0,14.0,0.02920696324951644
Nicaragua,2020-10,5514.0,344.0,156.0,5.0,0.028291621327529923
Nicaragua,2020-11,5784.0,270.0,160.0,4.0,0.027662517289073305
Nicaragua,2020-12,6046.0,262.0,165.0,5.0,0.02729077075752564
Niger,2020-03,27.0,27.0,3.0,3.0,0.1111111111111111
Niger,2020-04,719.0,692.0,32.0,29.0,0.04450625869262865
Niger,2020-05,958.0,239.0,64.0,32.0,0.06680584551148225
Niger,2020-06,1075.0,117.0,67.0,3.0,0.062325581395348835
Niger,2020-07,1136.0,59.0,69.0,2.0,0.06073943661971831
Niger,2020-08,1176.0,42.0,69.0,0.0,0.058673469387755105
Niger,2020-09,1197.0,21.0,69.0,0.0,0.05764411027568922
Niger,2020-10,1220.0,23.0,69.0,0.0,0.056557377049180325
Niger,2020-11,1548.0,328.0,72.0,3.0,0.046511627906976744
Niger,2020-12,3323.0,1775.0,104.0,32.0,0.03129702076436955
Nigeria,2020-02,1.0,1.0,,0.0,
Nigeria,2020-03,135.0,134.0,2.0,2.0,0.014814814814814815
Nigeria,2020-04,1932.0,1797.0,58.0,56.0,0.030020703933747412
Nigeria,2020-05,10162.0,8230.0,287.0,229.0,0.028242471954339696
Nigeria,2020-06,25694.0,15532.0,590.0,303.0,0.02296255935237799
Nigeria,2020-07,43151.0,17457.0,879.0,289.0,0.020370327454751917
Nigeria,2020-08,54008.0,10857.0,1013.0,134.0,0.018756480521404235
Nigeria,2020-09,58848.0,4840.0,1112.0,99.0,0.018896139206090266
Nigeria,2020-10,62853.0,4005.0,1144.0,32.0,0.018201199624520707
Nigeria,2020-11,67557.0,4704.0,1173.0,29.0,0.017363115591278476
Nigeria,2020-12,87607.0,20050.0,1289.0,116.0,0.01471343614094764
North America,2020-01,12.0,11.0,,0.0,
North America,2020-02,49.0,37.0,1.0,1.0,0.02040816326530612
North America,2020-03,205321.0,205272.0,5654.0,5653.0,0.027537368315954044
North America,2020-04,1173106.0,967785.0,72971.0,67317.0,0.06220324506054866
North America,2020-05,2031898.0,858792.0,127075.0,54104.0,0.06254004876229023
North America,2020-06,3099966.0,1068068.0,167295.0,40220.0,0.05396672092532628
North America,2020-07,5387164.0,2287198.0,216674.0,49379.0,0.04022042024337852
North America,2020-08,7171767.0,1784603.0,267401.0,50727.0,0.03728523249570155
North America,2020-09,8675072.0,1503305.0,306803.0,39402.0,0.035366046529642634
North America,2020-10,10983729.0,2308657.0,348413.0,41610.0,0.03172082996585222
North America,2020-11,15938638.0,4954909.0,405617.0,57204.0,0.02544866129715726
North America,2020-12,23069793.0,7131155.0,512754.0,107137.0,0.022226207231248237
North Macedonia,2020-02,1.0,1.0,,0.0,
North Macedonia,2020-03,329.0,328.0,9.0,9.0,0.02735562310030395
North Macedonia,2020-04,1465.0,1136.0,77.0,68.0,0.05255972696245734
North Macedonia,2020-05,2226.0,761.0,133.0,56.0,0.059748427672955975
North Macedonia,2020-06,6334.0,4108.0,302.0,169.0,0.047679191664035364
North Macedonia,2020-07,10754.0,4420.0,486.0,184.0,0.04519248651664497
North Macedonia,2020-08,14341.0,3587.0,603.0,117.0,0.04204727703786347
North Macedonia,2020-09,17977.0,3636.0,739.0,136.0,0.0411080825499249
North Macedonia,2020-10,31572.0,13595.0,994.0,255.0,0.031483593057139235
North Macedonia,2020-11,61878.0,30306.0,1763.0,769.0,0.02849154788454701
North Macedonia,2020-12,83329.0,21451.0,2503.0,740.0,0.03003756195322157
Norway,2020-02,15.0,15.0,,0.0,
Norway,2020-03,4641.0,4626.0,39.0,39.0,0.008403361344537815
Norway,2020-04,7738.0,3097.0,210.0,171.0,0.027138795554406823
Norway,2020-05,8440.0,702.0,236.0,26.0,0.027962085308056873
Norway,2020-06,8879.0,439.0,250.0,14.0,0.028156323910350264
Norway,2020-07,9240.0,361.0,255.0,5.0,0.027597402597402596
Norway,2020-08,10782.0,1542.0,264.0,9.0,0.02448525319977741
Norway,2020-09,14027.0,3245.0,274.0,10.0,0.01953375632708348
Norway,2020-10,20331.0,6304.0,282.0,8.0,0.013870444149328611
Norway,2020-11,36150.0,15819.0,332.0,50.0,0.009183955739972337
Norway,2020-12,49567.0,13417.0,436.0,104.0,0.008796174874412411
Oceania,2020-01,9.0,9.0,,0.0,
Oceania,2020-02,26.0,17.0,,0.0,
Oceania,2020-03,5212.0,5186.0,19.0,19.0,0.0036454336147352263
Oceania,2020-04,8271.0,3059.0,112.0,93.0,0.013541288840527143
Oceania,2020-05,8732.0,461.0,125.0,13.0,0.014315162620247367
Oceania,2020-06,9477.0,745.0,126.0,1.0,0.013295346628679962
Oceania,2020-07,18941.0,9464.0,226.0,100.0,0.011931788184361965
Oceania,2020-08,28058.0,9117.0,686.0,460.0,0.02444935490769121
Oceania,2020-09,29510.0,1452.0,922.0,236.0,0.03124364622161979
Oceania,2020-10,30187.0,677.0,941.0,19.0,0.031172358962467287
Oceania,2020-11,30693.0,506.0,942.0,1.0,0.030691037044277197
Oceania,2020-12,31440.0,747.0,945.0,3.0,0.030057251908396948
Oman,2020-02,6.0,6.0,,0.0,
Oman,2020-03,192.0,186.0,1.0,1.0,0.005208333333333333
Oman,2020-04,2348.0,2156.0,11.0,10.0,0.004684838160136286
Oman,2020-05,11437.0,9089.0,49.0,38.0,0.0042843402990294654
Oman,2020-06,40070.0,28633.0,176.0,127.0,0.004392313451459945
Oman,2020-07,79159.0,39089.0,421.0,245.0,0.0053184097828421276
Oman,2020-08,85722.0,6563.0,685.0,264.0,0.007990947481393342
Oman,2020-09,98585.0,12863.0,935.0,250.0,0.009484201450524928
Oman,2020-10,114434.0,15849.0,1208.0,273.0,0.01055630319660241
Oman,2020-11,123699.0,9265.0,1423.0,215.0,0.011503730830483673
Oman,2020-12,128867.0,5168.0,1499.0,76.0,0.011632147873388843
Pakistan,2020-02,4.0,4.0,,0.0,
Pakistan,2020-03,2118.0,2114.0,27.0,27.0,0.012747875354107648
Pakistan,2020-04,18114.0,15996.0,417.0,390.0,0.02302086783703213
Pakistan,2020-05,72460.0,54346.0,1543.0,1126.0,0.02129450731438035
Pakistan,2020-06,213470.0,141010.0,4395.0,2852.0,0.02058837307349979
Pakistan,2020-07,278305.0,64835.0,5951.0,1556.0,0.021383015037458902
Pakistan,2020-08,295849.0,17544.0,6294.0,343.0,0.021274366315248656
Pakistan,2020-09,312806.0,16957.0,6484.0,190.0,0.02072850265020492
Pakistan,2020-10,333970.0,21164.0,6823.0,339.0,0.020429978740605443
Pakistan,2020-11,400482.0,66512.0,8091.0,1268.0,0.020203155197986426
Pakistan,2020-12,482178.0,81696.0,10176.0,2085.0,0.021104239513208816
Palestine,2020-03,119.0,119.0,1.0,1.0,0.008403361344537815
Palestine,2020-04,344.0,225.0,2.0,1.0,0.005813953488372093
Palestine,2020-05,448.0,104.0,3.0,1.0,0.006696428571428571
Palestine,2020-06,2428.0,1980.0,8.0,5.0,0.0032948929159802307
Palestine,2020-07,11837.0,9409.0,82.0,74.0,0.006927430936892793
Palestine,2020-08,22729.0,10892.0,152.0,70.0,0.006687491750626952
Palestine,2020-09,39899.0,17170.0,311.0,159.0,0.007794681570966691
Palestine,2020-10,53520.0,13621.0,483.0,172.0,0.009024663677130045
Palestine,2020-11,85647.0,32127.0,732.0,249.0,0.008546709166695856
Palestine,2020-12,138004.0,52357.0,1400.0,668.0,0.010144633488884381
Panama,2020-03,1181.0,1181.0,30.0,30.0,0.02540220152413209
Panama,2020-04,6532.0,5351.0,188.0,158.0,0.02878138395590937
Panama,2020-05,13463.0,6931.0,336.0,148.0,0.024957290351333285
Panama,2020-06,33550.0,20087.0,631.0,295.0,0.01880774962742176
Panama,2020-07,65256.0,31706.0,1421.0,790.0,0.02177577540762535
Panama,2020-08,92982.0,27726.0,2002.0,581.0,0.021531049020240476
Panama,2020-09,112595.0,19613.0,2372.0,370.0,0.021066654824814603
Panama,2020-10,133598.0,21003.0,2700.0,328.0,0.020209883381487746
Panama,2020-11,165806.0,32208.0,3079.0,379.0,0.01856989493745703
Panama,2020-12,246790.0,80984.0,4022.0,943.0,0.0162972567770169
Papua New Guinea,2020-03,1.0,1.0,,0.0,
Papua New Guinea,2020-04,8.0,7.0,,0.0,
Papua New Guinea,2020-05,8.0,0.0,,0.0,
Papua New Guinea,2020-06,11.0,3.0,,0.0,
Papua New Guinea,2020-07,72.0,61.0,2.0,2.0,0.027777777777777776
Papua New Guinea,2020-08,459.0,387.0,5.0,3.0,0.010893246187363835
Papua New Guinea,2020-09,534.0,75.0,7.0,2.0,0.013108614232209739
Papua New Guinea,2020-10,589.0,55.0,7.0,0.0,0.011884550084889643
Papua New Guinea,2020-11,656.0,67.0,7.0,0.0,0.010670731707317074
Papua New Guinea,2020-12,780.0,124.0,9.0,2.0,0.011538461538461539
Paraguay,2020-03,65.0,65.0,3.0,3.0,0.046153846153846156
Paraguay,2020-04,266.0,201.0,10.0,7.0,0.03759398496240601
Paraguay,2020-05,986.0,720.0,11.0,1.0,0.011156186612576065
Paraguay,2020-06,2221.0,1235.0,17.0,6.0,0.00765420981539847
Paraguay,2020-07,5338.0,3117.0,49.0,32.0,0.009179467965530161
Paraguay,2020-08,17662.0,12324.0,326.0,277.0,0.018457705809081643
Paraguay,2020-09,40758.0,23096.0,857.0,531.0,0.02102654693557093
Paraguay,2020-10,63185.0,22427.0,1404.0,547.0,0.022220463717654508
Paraguay,2020-11,82424.0,19239.0,1756.0,352.0,0.02130447442492478
Paraguay,2020-12,107932.0,25508.0,2262.0,506.0,0.020957639995552755
Peru,2020-01,,0.0,,0.0,
Peru,2020-02,,0.0,,0.0,
Peru,2020-03,1065.0,1065.0,30.0,30.0,0.028169014084507043
Peru,2020-04,36976.0,35911.0,1051.0,1021.0,0.02842384249242752
Peru,2020-05,164476.0,127500.0,4506.0,3455.0,0.027396094262992776
Peru,2020-06,285213.0,120737.0,9677.0,5171.0,0.033929028480468984
Peru,2020-07,407492.0,122279.0,19021.0,9344.0,0.04667821699567108
Peru,2020-08,647166.0,239674.0,28788.0,9767.0,0.04448317742279415
Peru,2020-09,811768.0,164602.0,32396.0,3608.0,0.03990795399670842
Peru,2020-10,900180.0,88412.0,34411.0,2015.0,0.03822679908462752
Peru,2020-11,962530.0,62350.0,35923.0,1512.0,0.037321434137117804
Peru,2020-12,1015137.0,52607.0,37680.0,1757.0,0.037118142674338536
Philippines,2020-01,1.0,1.0,,0.0,
Philippines,2020-02,3.0,2.0,1.0,1.0,0.3333333333333333
Philippines,2020-03,2084.0,2081.0,88.0,87.0,0.04222648752399232
Philippines,2020-04,8488.0,6404.0,568.0,480.0,0.06691800188501414
Philippines,2020-05,18086.0,9598.0,957.0,389.0,0.05291385602123189
Philippines,2020-06,37514.0,19428.0,1266.0,309.0,0.03374740097030442
Philippines,2020-07,93354.0,55840.0,2023.0,757.0,0.021670201598217538
Philippines,2020-08,220819.0,127465.0,3558.0,1535.0,0.016112743921492263
Philippines,2020-09,311694.0,90875.0,5504.0,1946.0,0.017658344401881333
Philippines,2020-10,380729.0,69035.0,7221.0,1717.0,0.018966246332693334
Philippines,2020-11,431630.0,50901.0,8392.0,1171.0,0.019442578134049995
Philippines,2020-12,474064.0,42434.0,9244.0,852.0,0.01949947686388336
Poland,2020-03,2311.0,2311.0,33.0,33.0,0.014279532669839896
Poland,2020-04,12877.0,10566.0,644.0,611.0,0.050011648675933836
Poland,2020-05,23786.0,10909.0,1064.0,420.0,0.04473219540906415
Poland,2020-06,34393.0,10607.0,1463.0,399.0,0.04253772569999709
Poland,2020-07,45688.0,11295.0,1716.0,253.0,0.03755909648047628
Poland,2020-08,67372.0,21684.0,2039.0,323.0,0.03026479843258327
Poland,2020-09,91514.0,24142.0,2513.0,474.0,0.027460279301527637
Poland,2020-10,362731.0,271217.0,5631.0,3118.0,0.01552390063159752
Poland,2020-11,990811.0,628080.0,17150.0,11519.0,0.017309052886978444
Poland,2020-12,1294878.0,304067.0,28554.0,11404.0,0.022051498287869592
Portugal,2020-02,,0.0,,0.0,
Portugal,2020-03,7443.0,7443.0,160.0,160.0,0.02149670831653903
Portugal,2020-04,25045.0,17602.0,989.0,829.0,0.03948891994410062
Portugal,2020-05,32500.0,7455.0,1410.0,421.0,0.04338461538461538
Portugal,2020-06,42141.0,9641.0,1576.0,166.0,0.03739825822832871
Portugal,2020-07,51072.0,8931.0,1735.0,159.0,0.03397164786967419
Portugal,2020-08,58012.0,6940.0,1822.0,87.0,0.03140729504240502
Portugal,2020-09,75542.0,17530.0,1971.0,149.0,0.026091445818220326
Portugal,2020-10,141279.0,65737.0,2507.0,536.0,0.01774502933910914
Portugal,2020-11,298061.0,156782.0,4505.0,1998.0,0.015114355786231678
Portugal,2020-12,413678.0,115617.0,6906.0,2401.0,0.016694143754320993
Qatar,2020-02,1.0,1.0,,0.0,
Qatar,2020-03,781.0,780.0,2.0,2.0,0.002560819462227913
Qatar,2020-04,13409.0,12628.0,10.0,8.0,0.0007457677679170706
Qatar,2020-05,56910.0,43501.0,38.0,28.0,0.000667720962923915
Qatar,2020-06,96088.0,39178.0,113.0,75.0,0.0011760053284489219
Qatar,2020-07,110695.0,14607.0,174.0,61.0,0.0015718867157504856
Qatar,2020-08,118778.0,8083.0,197.0,23.0,0.0016585562983044
Qatar,2020-09,125760.0,6982.0,214.0,17.0,0.0017016539440203563
Qatar,2020-10,132556.0,6796.0,232.0,18.0,0.001750203687498114
Qatar,2020-11,138833.0,6277.0,237.0,5.0,0.0017070869317813487
Qatar,2020-12,143834.0,5001.0,245.0,8.0,0.00170335247577068
Romania,2020-02,3.0,3.0,,0.0,
Romania,2020-03,2245.0,2242.0,82.0,82.0,0.03652561247216036
Romania,2020-04,12240.0,9995.0,717.0,635.0,0.05857843137254902
Romania,2020-05,19257.0,7017.0,1266.0,549.0,0.06574232746533729
Romania,2020-06,26970.0,7713.0,1651.0,385.0,0.06121616611049314
Romania,2020-07,50886.0,23916.0,2343.0,692.0,0.046044098573281456
Romania,2020-08,87540.0,36654.0,3621.0,1278.0,0.04136394790952708
Romania,2020-09,127572.0,40032.0,4825.0,1204.0,0.03782177907377794
Romania,2020-10,241339.0,113767.0,6968.0,2143.0,0.028872250237218188
Romania,2020-11,475362.0,234023.0,11331.0,4363.0,0.023836570865992654
Romania,2020-12,632263.0,156901.0,15767.0,4436.0,0.024937407376360788
Russia,2020-01,2.0,2.0,,0.0,
Russia,2020-02,2.0,0.0,,0.0,
Russia,2020-03,2337.0,2335.0,17.0,17.0,0.007274283269148481
Russia,2020-04,106498.0,104161.0,1073.0,1056.0,0.010075306578527296
Russia,2020-05,405843.0,299345.0,4693.0,3620.0,0.01156358493308989
Russia,2020-06,646929.0,241086.0,9306.0,4613.0,0.014384886131244697
Russia,2020-07,838461.0,191532.0,13939.0,4633.0,0.01662450608913235
Russia,2020-08,992402.0,153941.0,17128.0,3189.0,0.017259134907023566
Russia,2020-09,1170799.0,178397.0,20630.0,3502.0,0.01762044552480827
Russia,2020-10,1606267.0,435468.0,27787.0,7157.0,0.017299116522969095
Russia,2020-11,2275936.0,669669.0,39491.0,11704.0,0.01735154239838027
Russia,2020-12,3127347.0,851411.0,56271.0,16780.0,0.017993206382278654
Rwanda,2020-03,75.0,75.0,,0.0,
Rwanda,2020-04,243.0,168.0,,0.0,
Rwanda,2020-05,370.0,127.0,1.0,1.0,0.002702702702702703
Rwanda,2020-06,1025.0,655.0,2.0,1.0,0.001951219512195122
Rwanda,2020-07,2022.0,997.0,5.0,3.0,0.002472799208704253
Rwanda,2020-08,4063.0,2041.0,16.0,11.0,0.0039379768643859215
Rwanda,2020-09,4840.0,777.0,29.0,13.0,0.005991735537190083
Rwanda,2020-10,5137.0,297.0,35.0,6.0,0.0068133151644928945
Rwanda,2020-11,5934.0,797.0,49.0,14.0,0.008257499157398046
Rwanda,2020-12,8383.0,2449.0,92.0,43.0,0.010974591435047119
Saint Kitts and Nevis,2020-03,8.0,8.0,,0.0,
